buy,date,name,sell
134633368932,2025-08-06,total,146131046100
0,2025-08-06,Foreign_Dealer_Self,0
3329344363,2025-08-06,Dealer_self,4295431682
9173866426,2025-08-06,Dealer_Hedging,10693924059
4983650225,2025-08-07,Dealer_self,4542116733
0,2025-08-07,Foreign_Dealer_Self,0
17225800280,2025-08-07,Dealer_Hedging,12148683243
7340719605,2025-08-07,Investment_Trust,6224113427
171678008052,2025-08-07,Foreign_Investor,128438523996
201228178162,2025-08-07,total,151353437399
136766499223,2025-08-08,Foreign_Investor,140022737409
7687232539,2025-08-08,Investment_Trust,9549092167
160608182828,2025-08-08,total,164433730927
0,2025-08-08,Foreign_Dealer_Self,0
3656204783,2025-08-08,Dealer_self,3820357478
12498246283,2025-08-08,Dealer_Hedging,11041543873
5698997041,2025-08-11,Dealer_self,3407839929
0,2025-08-11,Foreign_Dealer_Self,0
13756403041,2025-08-11,Dealer_Hedging,12473063410
10535341151,2025-08-11,Investment_Trust,10106444589
123708305856,2025-08-11,Foreign_Investor,127693808415
153699047089,2025-08-11,total,153681156343
158633127823,2025-08-12,total,163947205841
131675118393,2025-08-12,Foreign_Investor,137406224545
9547125375,2025-08-12,Investment_Trust,9608736220
12935460354,2025-08-12,Dealer_Hedging,12490867864
4475423701,2025-08-12,Dealer_self,4441377212
0,2025-08-12,Foreign_Dealer_Self,0
6515996403,2025-08-13,Dealer_self,6562574634
0,2025-08-13,Foreign_Dealer_Self,0
18070593322,2025-08-13,Dealer_Hedging,15146961029
9683106582,2025-08-13,Investment_Trust,11185506445
184723121441,2025-08-13,Foreign_Investor,177686541030
218992817748,2025-08-13,total,210581583138
186277803337,2025-08-14,total,188898812175
7952016969,2025-08-14,Investment_Trust,9997100678
157845783328,2025-08-14,Foreign_Investor,162305892837
0,2025-08-14,Foreign_Dealer_Self,0
5801826555,2025-08-14,Dealer_self,4351421843
14678176485,2025-08-14,Dealer_Hedging,12244396817
146884640095,2025-08-15,Foreign_Investor,141510793980
6945324095,2025-08-15,Investment_Trust,10302183227
173463724087,2025-08-15,total,168871670433
0,2025-08-15,Foreign_Dealer_Self,0
6349939884,2025-08-15,Dealer_self,4481953569
13283820013,2025-08-15,Dealer_Hedging,12576739657
5338920312,2025-08-18,Dealer_self,4353277070
0,2025-08-18,Foreign_Dealer_Self,0
13572149142,2025-08-18,Dealer_Hedging,14549924418
11210584817,2025-08-18,Investment_Trust,9478911824
151764583834,2025-08-18,Foreign_Investor,147125633741
181886238105,2025-08-18,total,175507747053
148108426785,2025-08-19,Foreign_Investor,159116092331
172385924153,2025-08-19,total,191145040774
8628468591,2025-08-19,Investment_Trust,10270882807
11219235177,2025-08-19,Dealer_Hedging,15634533419
4429793600,2025-08-19,Dealer_self,6123532217
0,2025-08-19,Foreign_Dealer_Self,0
10284851484,2025-08-20,Dealer_self,8369484379
0,2025-08-20,Foreign_Dealer_Self,0
22519054439,2025-08-20,Dealer_Hedging,28059250582
6520858548,2025-08-20,Investment_Trust,9255595214
169752648536,2025-08-20,Foreign_Investor,232421220469
209077413007,2025-08-20,total,278105550644
4455919157,2025-08-21,Dealer_self,3356688925
0,2025-08-21,Foreign_Dealer_Self,0
14074449883,2025-08-21,Dealer_Hedging,12767151522
10000225500,2025-08-21,Investment_Trust,8396169145
141597260341,2025-08-21,Foreign_Investor,151676170889
170127854881,2025-08-21,total,176196180481
112904760366,2025-08-22,Foreign_Investor,129302754053
6001001194,2025-08-22,Investment_Trust,7164085833
132221948958,2025-08-22,total,150810472427
0,2025-08-22,Foreign_Dealer_Self,0
2615748283,2025-08-22,Dealer_self,3189383622
10700439115,2025-08-22,Dealer_Hedging,11154248919
146520044567,2025-08-25,Foreign_Investor,122405252653
8802192387,2025-08-25,Investment_Trust,5570586137
175035641830,2025-08-25,total,141955243740
0,2025-08-25,Foreign_Dealer_Self,0
4576641724,2025-08-25,Dealer_self,3192037486
15136763152,2025-08-25,Dealer_Hedging,10787367464
4270376113,2025-08-26,Dealer_self,3935083459
0,2025-08-26,Foreign_Dealer_Self,0
12969653389,2025-08-26,Dealer_Hedging,9981120188
7019389469,2025-08-26,Investment_Trust,9444616297
226449298069,2025-08-26,Foreign_Investor,240957398933
250708717040,2025-08-26,total,264318218877
139443813547,2025-08-27,Foreign_Investor,141391384436
5638915677,2025-08-27,Investment_Trust,7286507099
169795324776,2025-08-27,total,162325780704
0,2025-08-27,Foreign_Dealer_Self,0
6347559119,2025-08-27,Dealer_self,3532299759
18365036433,2025-08-27,Dealer_Hedging,10115589410
4472865346,2025-08-28,Dealer_self,4709981274
0,2025-08-28,Foreign_Dealer_Self,0
13571141596,2025-08-28,Dealer_Hedging,14682912667
6064175950,2025-08-28,Investment_Trust,8824211642
133386790013,2025-08-28,Foreign_Investor,142907321062
157494972905,2025-08-28,total,171124426645
174610560685,2025-08-29,total,183246925704
146452766819,2025-08-29,Foreign_Investor,155087769157
7938739424,2025-08-29,Investment_Trust,8273848597
14796889021,2025-08-29,Dealer_Hedging,14906307501
5422165421,2025-08-29,Dealer_self,4979000449
0,2025-08-29,Foreign_Dealer_Self,0
4721212999,2025-09-01,Dealer_self,7472646876
0,2025-09-01,Foreign_Dealer_Self,0
14513209171,2025-09-01,Dealer_Hedging,22628890035
11406233619,2025-09-01,Investment_Trust,14466076406
150380109319,2025-09-01,Foreign_Investor,158047009615
181020765108,2025-09-01,total,202614622932
164891397305,2025-09-02,total,163794498350
7868517023,2025-09-02,Investment_Trust,13971200493
137930528990,2025-09-02,Foreign_Investor,130144289460
0,2025-09-02,Foreign_Dealer_Self,0
4170055075,2025-09-02,Dealer_self,5247603107
14922296217,2025-09-02,Dealer_Hedging,14431405290
126143916576,2025-09-03,Foreign_Investor,117944154540
6838314912,2025-09-03,Investment_Trust,7476014737
149913234594,2025-09-03,total,139930364095
0,2025-09-03,Foreign_Dealer_Self,0
3577206341,2025-09-03,Dealer_self,2982782066
13353796765,2025-09-03,Dealer_Hedging,11527412752
4846804237,2025-09-04,Dealer_self,5068300370
0,2025-09-04,Foreign_Dealer_Self,0
14850415158,2025-09-04,Dealer_Hedging,13257767703
6599860316,2025-09-04,Investment_Trust,8145313895
146420983028,2025-09-04,Foreign_Investor,134612846903
172718062739,2025-09-04,total,161084228871
148732666847,2025-09-05,Foreign_Investor,120451549938
6958899870,2025-09-05,Investment_Trust,7392875478
173892069709,2025-09-05,total,140867258987
0,2025-09-05,Foreign_Dealer_Self,0
5046423556,2025-09-05,Dealer_self,3056020012
13154079436,2025-09-05,Dealer_Hedging,9966813559
4391189521,2025-09-08,Dealer_self,4243166751
0,2025-09-08,Foreign_Dealer_Self,0
15465388075,2025-09-08,Dealer_Hedging,13015198585
5960733306,2025-09-08,Investment_Trust,7180859377
146233644681,2025-09-08,Foreign_Investor,131615119465
172050955583,2025-09-08,total,156054344178
215288960620,2025-09-09,total,176762066777
185461047499,2025-09-09,Foreign_Investor,149807352540
6212764700,2025-09-09,Investment_Trust,7994831931
18208802880,2025-09-09,Dealer_Hedging,12960235465
5406345541,2025-09-09,Dealer_self,5999646841
0,2025-09-09,Foreign_Dealer_Self,0
7410176167,2025-09-10,Dealer_self,6001641066
0,2025-09-10,Foreign_Dealer_Self,0
23468575154,2025-09-10,Dealer_Hedging,13423624955
6121870834,2025-09-10,Investment_Trust,8849256074
196817152317,2025-09-10,Foreign_Investor,147869208034
233817774472,2025-09-10,total,176143730129
250319631815,2025-09-11,total,221818340787
214586290615,2025-09-11,Foreign_Investor,181586628884
6121937472,2025-09-11,Investment_Trust,12393593973
0,2025-09-11,Foreign_Dealer_Self,0
5778826830,2025-09-11,Dealer_self,9072043841
23832576898,2025-09-11,Dealer_Hedging,18766074089
6303371417,2025-09-12,Dealer_self,5082962805
0,2025-09-12,Foreign_Dealer_Self,0
16913595824,2025-09-12,Dealer_Hedging,13192010743
4643778791,2025-09-12,Investment_Trust,10453850825
173785310222,2025-09-12,Foreign_Investor,147246810215
201646056254,2025-09-12,total,175975634588
4539486510,2025-09-15,Dealer_self,4816193887
0,2025-09-15,Foreign_Dealer_Self,0
14153700691,2025-09-15,Dealer_Hedging,12880250035
3729987381,2025-09-15,Investment_Trust,11976816473
138267824909,2025-09-15,Foreign_Investor,135721576320
160690999491,2025-09-15,total,165394836715
199781978810,2025-09-16,total,176190692140
11189637449,2025-09-16,Investment_Trust,15703428144
170110803690,2025-09-16,Foreign_Investor,143107272628
0,2025-09-16,Foreign_Dealer_Self,0
3452555441,2025-09-16,Dealer_self,5004421528
15028982230,2025-09-16,Dealer_Hedging,12375569840
4721162709,2025-09-17,Dealer_self,5355807690
0,2025-09-17,Foreign_Dealer_Self,0
14877151760,2025-09-17,Dealer_Hedging,14828876625
4989297557,2025-09-17,Investment_Trust,10303574836
158949127114,2025-09-17,Foreign_Investor,164683139172
183536739140,2025-09-17,total,195171398323
195716545363,2025-09-18,total,178488137101
164917830748,2025-09-18,Foreign_Investor,152764110032
6575147307,2025-09-18,Investment_Trust,11562942372
0,2025-09-18,Foreign_Dealer_Self,0
6975748946,2025-09-18,Dealer_self,3125173528
17247818362,2025-09-18,Dealer_Hedging,11035911169
255834137935,2025-09-19,Foreign_Investor,271579174378
5972014864,2025-09-19,Dealer_self,4625993727
0,2025-09-19,Foreign_Dealer_Self,0
19692415555,2025-09-19,Dealer_Hedging,15623729568
16150637773,2025-09-19,Investment_Trust,18087965578
297649206127,2025-09-19,total,309916863251
